gene_id,domain
G18962,G-patch
G3967,G-patch
gene12480,G0-G1_switch_2
gene23123,G6PD_C
gene23123,G6PD_N
G37042,gag-asp_proteas
G10810,gag-asp_proteas
G33820,gag-asp_proteas
G40119,gag-asp_proteas
G16753,gag-asp_proteas
G9868,gag-asp_proteas
G17187,gag-asp_proteas
G36715,gag-asp_proteas
G24648,gag-asp_proteas
G27828,gag-asp_proteas
G14556,gag-asp_proteas
G14946,gag-asp_proteas
G18101,gag-asp_proteas
G4206,gag-asp_proteas
ENSSTOG00000032983,GAGA
gene15726,GAGA
G3733,GAGE
G32340,Gag_MA
G27843,Gag_MA
G744,Gag_MA
G21484,Gag_p10
G7183,Gag_p10
G31421,Gag_p10
G2013,Gag_p10
G28974,Gag_p10
G30885,Gag_p10
G11941,Gag_p10
G36402,Gag_p10
G35834,Gag_p10
G10924,Gag_p10
G10317,Gag_p10
G31456,Gag_p10
G36577,Gag_p10
G25404,Gag_p10
G36399,Gag_p10
G21484,Gag_p24
G28974,Gag_p24
G7535,Gag_p24
G36543,Gag_p24
G3573,Gag_p24
G4704,Gag_p24
G22881,Gag_p24
G9074,Gag_p24
G35606,Gag_p24
G34700,Gag_p24
G25597,Gag_p24
G21533,Gag_p24
G3969,Gag_p24
G36270,Gag_p24
G2034,Gag_p24
G36945,Gag_p24
G1400,Gag_p24
G31029,Gag_p24
G9194,Gag_p24
G15618,Gag_p24
G14940,Gag_p24
G10863,Gag_p24
G18103,Gag_p24
G1412,Gag_p24
G3455,Gag_p24
G29355,Gag_p24
G2281,Gag_p24
G30429,Gag_p24
G15046,Gag_p24
G12906,Gag_p24
G1569,Gag_p24
gene16228,Gag_p24
G9352,Gag_p24
G6087,Gag_p24
G22672,Gag_p24
G9352,Gag_p30
G18096,Gag_p30
G35866,Gag_p30
G32010,Gag_p30
G8743,Gag_p30
G9118,Gag_p30
gene16228,Gag_p30
G16139,Gag_p30
G32009,Gag_p30
G26153,Gag_p30
gene2622,GAIN
gene14941,GAIN
gene24043,Gal-bind_lectin
gene4736,Galactosyl_T
G15130,GARS_A
gene8457,GAS
G19270,GATA
G3459,GATA
G3486,GATase
gene26244,Gb3_synth
gene25086,GBP
gene25084,GBP
gene25790,GBP
gene25081,GBP
gene25083,GBP
gene11809,GBP
G7265,GBP
gene25086,GBP_C
gene25081,GBP_C
gene25084,GBP_C
gene25083,GBP_C
gene25080,GBP_C
gene17196,GCD14
gene5992,GCV_H
gene16567,GCV_H
gene17749,GDA1_CD39
G7497,GDE_C
ENSSTOG00000029751,GDE_C
ENSSTOG00000029898,GDI
G4528,GDPD
gene6997,GED
G3426,GEMIN8
G16448,Gemini_C4
G3744,GFA
G9331,GHMP_kinases_N
gene11752,GIDA
gene16841,GKAP
gene16840,GKAP
gene26218,Globin
gene26302,Globin
gene25524,Globin
ENSSTOG00000013201,Glucosamine_iso
gene7005,Glutaredoxin
G20439,Glutaredoxin2_C
gene9114,Glu_dehyd_C
gene9115,Glu_dehyd_C
gene11710,Glycos_transf_2
gene8808,Glycos_transf_2
G3522,Glyco_hydro_15
gene24946,Glyco_hydro_31
gene20006,Glyco_hydro_35
gene10026,Glyco_hydro_4
gene20006,Glyco_hydro_42
gene16454,Glyco_hydro_56
gene11710,Glyco_tranf_2_2
gene11710,Glyco_tranf_2_3
gene19064,Glyco_transf_11
gene19063,Glyco_transf_11
G12688,Glyco_transf_11
G37265,Glyco_transf_52
G39228,Glyco_transf_54
gene8807,Glyco_transf_7C
G15158,Glyco_transf_8
G11800,Glyco_trans_4_5
gene9663,Glyco_tran_28_C
G10285,Glyco_tran_28_C
gene12594,Glyoxalase
gene12596,Glyoxalase
gene12593,Glyoxalase
gene12596,Glyoxalase_3
gene12596,Glyoxalase_4
gene12593,Glyoxalase_4
gene12594,Glyoxalase_4
gene12593,Glyoxalase_5
gene12596,Glyoxalase_5
gene14355,Gly_acyl_tr_C
gene14355,Gly_acyl_tr_N
gene26244,Gly_transf_sug
gene24500,GOLD_2
gene8462,Golgin_A5
G40462,GP41
G31467,GP41
G3455,GP41
G36497,GP41
G17194,GP41
G35452,GP41
G39589,GP41
G20027,GP41
G4053,GP41
G31439,GP41
G36554,GP41
G30429,GP41
G20308,GP41
G20939,GP41
G29068,GP41
G3540,GPAT_N
gene16475,GPHH
gene14941,GPS
gene18691,GPS
gene2623,GPS
gene2622,GPS
gene18179,Gp_dh_C
ENSSTOG00000024457,Gp_dh_C
G5070,Gp_dh_N
ENSSTOG00000024457,Gp_dh_N
ENSSTOG00000022859,GRAM
G16978,Gryzun-like
gene20553,GST_C
gene26308,GST_C
gene2565,GST_C
gene20551,GST_C
gene20552,GST_C
gene2569,GST_C
gene2571,GST_C
gene2570,GST_C
gene16973,GST_C
gene16975,GST_C
gene16976,GST_C
G3571,GST_C
G3571,GST_C_2
gene26308,GST_C_2
gene20551,GST_C_2
gene20553,GST_C_2
gene16975,GST_C_2
gene16976,GST_C_2
gene2565,GST_C_2
gene20552,GST_C_2
gene2565,GST_C_3
gene20551,GST_C_3
gene2569,GST_C_3
gene2571,GST_C_3
gene20553,GST_C_3
gene20552,GST_C_3
gene2570,GST_C_3
gene26308,GST_C_3
gene16973,GST_C_3
gene16975,GST_C_3
gene16976,GST_C_3
gene16975,GST_C_5
gene16976,GST_C_5
gene26308,GST_C_6
gene20552,GST_C_6
gene20553,GST_C_6
gene20551,GST_C_6
gene20551,GST_N
gene20552,GST_N
gene20553,GST_N
gene2569,GST_N
gene2571,GST_N
gene2570,GST_N
gene2565,GST_N
gene16975,GST_N
gene16976,GST_N
gene16973,GST_N
gene26308,GST_N
gene16973,GST_N_2
gene16975,GST_N_2
gene16976,GST_N_2
G3571,GST_N_2
gene16973,GST_N_3
gene16975,GST_N_3
gene16976,GST_N_3
G3571,GST_N_3
gene2565,GST_N_3
gene2569,GST_N_3
gene20551,GST_N_3
gene2570,GST_N_3
G3158,GTPase_binding
ENSSTOG00000021091,GTP_cyclohydroI
ENSSTOG00000024410,GTP_EFTU
ENSSTOG00000030430,GTP_EFTU
ENSSTOG00000027323,GTP_EFTU
ENSSTOG00000034335,GTP_EFTU
ENSSTOG00000019662,GTP_EFTU
gene10988,GTP_EFTU
gene15059,GTP_EFTU
ENSSTOG00000024410,GTP_EFTU_D2
ENSSTOG00000034335,GTP_EFTU_D2
ENSSTOG00000024410,GTP_EFTU_D3
ENSSTOG00000031777,Gtr1_RagA
ENSSTOG00000033383,Gtr1_RagA
gene13186,Guanylate_cyc
gene6785,Guanylate_cyc
gene2731,Guanylate_cyc
G7053,GxDLY
ENSSTOG00000033304,HA2
gene22823,HABP4_PAI-RBP1
gene22826,HABP4_PAI-RBP1
gene25526,HABP4_PAI-RBP1
gene21152,HAD_2
G39360,Haspin_kinase
gene22050,Haspin_kinase
G39367,Haspin_kinase
ENSSTOG00000029244,Haspin_kinase
G11486,Haspin_kinase
gene10966,Haspin_kinase
ENSSTOG00000003354,HATPase_c
gene11723,HAUS5
ENSSTOG00000030037,HECT
gene6211,HECT
gene20028,HECT
gene15217,hEGF
gene15821,Helicase_C
ENSSTOG00000033839,Helicase_C
gene25689,Hepsin-SRCR
gene20746,Hepsin-SRCR
G25590,HERV-K_REC
gene10496,HGTP_anticodon
gene10496,HGTP_anticodon2
gene11752,HI0933_like
gene1402,HIP1_clath_bdg
G15031,HisG_C
gene13998,Histone
G36095,Histone
gene13996,Histone
gene19424,Histone
gene19440,Histone
gene25578,Histone
gene25579,Histone
gene19408,Histone
gene9100,Histone
G4139,Histone
gene25577,Histone
gene14000,Histone
gene13995,Histone
gene13997,Histone
gene19425,Histone
gene14001,Histone
gene11395,Histone
gene19504,Histone
gene19501,Histone
G25484,Histone
gene7452,Histone
ENSSTOG00000030893,Histone
ENSSTOG00000022984,Histone
gene14001,Histone_H2A_C
gene25577,Histone_H2A_C
gene19425,Histone_H2A_C
gene14000,Histone_H2A_C
gene11395,Histone_H2A_C
gene13995,Histone_H2A_C
gene13997,Histone_H2A_C
gene19501,Histone_H2A_C
gene19504,Histone_H2A_C
G25484,Histone_H2A_C
gene9100,Histone_H2A_C
ENSSTOG00000030893,Histone_H2A_C
ENSSTOG00000030554,Hist_deacetyl
gene24352,His_Phos_1
ENSSTOG00000030778,HLH
G15126,HLH
ENSSTOG00000025269,HMG_box
ENSSTOG00000026635,HMG_box
G6490,HMG_box
ENSSTOG00000025269,HMG_box_2
ENSSTOG00000026635,HMG_box_2
G6490,HMG_box_2
gene1404,HMMR_N
gene22565,HMMR_N
ENSSTOG00000028985,HNH_5
gene13186,HNOB
gene13186,HNOBA
gene6785,HNOBA
ENSSTOG00000031228,HnRNPA1
gene5713,HnRNPA1
ENSSTOG00000025552,HnRNPA1
gene19008,Homeobox
G4356,Homeobox
G20,Homeobox
ENSSTOG00000030241,Homeobox
gene10861,Homeobox
gene19008,Homeobox_KN
G19790,HOOK
gene4370,Hormone_4
gene4370,Hormone_5
ENSSTOG00000031007,Hormone_recep
gene25771,HRM
gene46,hSac2
ENSSTOG00000031644,HSCB_C
gene20961,HSF_DNA-bind
ENSSTOG00000003354,HSP90
gene9716,HSR
gene9715,HSR
gene21680,HSV_VP16_C
ENSSTOG00000029745,HTH_34
gene16275,HTH_Tnp_Tc5
G12,Hum_adeno_E3A
gene21820,Hydrolase
gene9528,Hydrolase
gene21820,Hydrolase_3
gene9528,Hydrolase_3
gene16291,Hydrolase_4
ENSSTOG00000020241,Hydrolase_4
gene4527,Hydrolase_4
gene4528,Hydrolase_4
gene16509,HypA
G11891,HypA
gene24881,HypA
gene24422,HypA
ENSSTOG00000032983,HypA
gene18541,HypA
gene15726,HypA
gene20647,HypA
gene26228,HypA
gene16631,HypA
gene18542,HypA
gene19573,HypA
gene24361,HypA
gene17352,HypA
gene25990,HypA
gene7384,HypA
G15228,I-set
gene25978,I-set
gene25924,I-set
G31953,I-set
gene25797,I-set
gene23539,I-set
gene4398,I-set
gene26230,I-set
gene25809,I-set
gene24959,I-set
gene23294,I-set
gene25956,I-set
G26929,I-set
gene19456,I-set
gene25831,I-set
G8594,I-set
gene12229,I-set
G8570,I-set
gene13644,I-set
G8592,I-set
G17215,I-set
G8606,I-set
G17211,I-set
G17209,I-set
G8601,I-set
G8581,I-set
gene11279,I-set
gene25277,I-set
gene11218,I-set
G26911,I-set
G17208,I-set
G17196,I-set
G8644,I-set
G26923,I-set
G1443,I-set
G17204,I-set
gene25026,I-set
G8593,I-set
gene2157,I-set
G17218,I-set
G17217,I-set
gene26164,I-set
G17205,I-set
G26914,I-set
gene2857,I-set
G12332,I-set
G20204,I-set
gene19454,I-set
G8604,I-set
gene12230,I-set
G17201,I-set
gene10753,I-set
gene24532,I-set
G27585,I-set
G20226,I-set
G17199,I-set
gene24881,IBD
gene24028,IBD
gene24415,IBD
gene16670,IBN_N
ENSSTOG00000033648,IBR
gene11279,ICAM_N
gene18440,IES5
G15228,ig
gene25797,ig
gene25978,ig
gene24181,ig
gene4398,ig
G31953,ig
G26914,ig
gene25924,ig
G26929,ig
gene23539,ig
gene25026,ig
gene25831,ig
gene25956,ig
gene25809,ig
G8570,ig
gene24174,ig
gene22649,ig
gene25107,ig
gene26164,ig
gene12229,ig
gene23294,ig
gene25277,ig
gene26230,ig
gene21492,ig
gene21491,ig
G8601,ig
G8592,ig
G8581,ig
G26923,ig
G8594,ig
G8606,ig
G17209,ig
gene24959,ig
G8604,ig
G26911,ig
G17208,ig
gene11218,ig
gene25964,ig
gene25106,ig
G17196,ig
G8644,ig
gene2867,ig
G26896,ig
G8593,ig
gene23496,ig
gene21407,ig
G39686,ig
gene10753,ig
gene21406,ig
gene21490,ig
gene19456,ig
gene11279,ig
gene21239,ig
G26909,ig
G17215,ig
gene21232,ig
G27585,ig
ENSSTOG00000025614,ig
gene21237,ig
gene23498,ig
G20204,ig
G17204,ig
G17205,ig
G17211,ig
gene21226,ig
gene12230,ig
ENSSTOG00000027066,ig
gene21489,ig
G29640,ig
G17201,ig
gene21227,ig
G12332,ig
G12538,IGFL
gene20710,IGFL
gene18968,IGFL
gene22946,IGPD
G15228,Ig_2
gene25797,Ig_2
gene25978,Ig_2
gene24181,Ig_2
gene25106,Ig_2
gene25924,Ig_2
G31953,Ig_2
gene4398,Ig_2
gene25809,Ig_2
gene24174,Ig_2
gene23539,Ig_2
gene12229,Ig_2
gene11279,Ig_2
gene25831,Ig_2
gene23294,Ig_2
G26914,Ig_2
gene25107,Ig_2
G8601,Ig_2
gene25956,Ig_2
G27585,Ig_2
G17209,Ig_2
G26911,Ig_2
G26923,Ig_2
gene13644,Ig_2
G8606,Ig_2
G8570,Ig_2
G8594,Ig_2
gene26230,Ig_2
G17196,Ig_2
G8581,Ig_2
gene24959,Ig_2
G17215,Ig_2
gene11218,Ig_2
gene2857,Ig_2
G8644,Ig_2
G8593,Ig_2
G17217,Ig_2
G17211,Ig_2
gene22649,Ig_2
G8592,Ig_2
gene21492,Ig_2
G17208,Ig_2
gene2157,Ig_2
G17204,Ig_2
gene23496,Ig_2
gene23498,Ig_2
G17218,Ig_2
G17205,Ig_2
G17201,Ig_2
G15228,Ig_3
gene25797,Ig_3
G31953,Ig_3
gene25978,Ig_3
gene25924,Ig_3
gene4398,Ig_3
gene23539,Ig_3
gene24181,Ig_3
G26929,Ig_3
gene25831,Ig_3
gene25809,Ig_3
gene26230,Ig_3
G26914,Ig_3
gene25277,Ig_3
gene25956,Ig_3
gene23294,Ig_3
G17209,Ig_3
G8594,Ig_3
gene19456,Ig_3
G8592,Ig_3
gene25106,Ig_3
G8570,Ig_3
G17215,Ig_3
G8601,Ig_3
G26911,Ig_3
G8606,Ig_3
G8581,Ig_3
gene11218,Ig_3
G17217,Ig_3
G26923,Ig_3
gene12229,Ig_3
G8593,Ig_3
gene2857,Ig_3
gene24174,Ig_3
G17196,Ig_3
gene25026,Ig_3
G17211,Ig_3
G17205,Ig_3
G17208,Ig_3
G8644,Ig_3
G17204,Ig_3
gene24959,Ig_3
gene2157,Ig_3
gene21491,Ig_3
gene26164,Ig_3
gene21406,Ig_3
gene21407,Ig_3
G8604,Ig_3
gene2867,Ig_3
gene23496,Ig_3
gene19454,Ig_3
G17218,Ig_3
gene13644,Ig_3
gene10753,Ig_3
gene21492,Ig_3
ENSSTOG00000025614,Ig_3
gene25964,Ig_3
G17201,Ig_3
gene21490,Ig_3
gene21232,Ig_3
G27585,Ig_3
gene21237,Ig_3
G26909,Ig_3
gene2858,Ig_3
G17199,Ig_3
G39686,Ig_3
gene21226,Ig_3
G26896,Ig_3
G20204,Ig_3
gene21489,Ig_3
gene11279,Ig_3
G26894,Ig_3
G13266,Ig_3
gene22649,Ig_3
gene23498,Ig_3
gene25107,Ig_3
G29640,Ig_3
ENSSTOG00000027066,Ig_3
G17198,Ig_3
G12339,Ig_3
gene25407,Ig_3
gene3651,Ig_3
gene21239,Ig_3
G12332,Ig_3
G20226,Ig_3
gene25797,Ig_4
gene25797,Ig_5
G15228,Ig_5
G18909,IL15
gene16507,IL17R_fnIII_D1
gene16507,IL17R_fnIII_D2
gene5251,IL8
gene5249,IL8
gene15876,IL8
gene15875,IL8
gene3731,IlvN
G31576,Imm6
gene1404,IncA
gene8463,IncA
G890,IncA
gene8468,IncA
gene8464,IncA
gene22069,ING
gene8675,ING
gene17365,Inhibitor_I29
gene25550,Inhibitor_I36
gene24769,Inhibitor_I36
G24469,Integrase_Zn
G17886,Integrase_Zn
G9146,Integrase_Zn
G32266,Integrase_Zn
gene23294,Interfer-bind
gene8579,INT_SG_DDX_CT_C
G4485,IN_DBD_C
G33898,IN_DBD_C
G7235,IN_DBD_C
G21911,IN_DBD_C
G18092,IN_DBD_C
G3536,IN_DBD_C
G19978,IN_DBD_C
G22339,IN_DBD_C
G31548,IN_DBD_C
G28545,IN_DBD_C
G37757,IN_DBD_C
G3105,IN_DBD_C
G7302,IN_DBD_C
G14053,IN_DBD_C
G17886,IN_DBD_C
G20925,IN_DBD_C
G3299,IN_DBD_C
G19372,IN_DBD_C
G806,IN_DBD_C
G3204,IN_DBD_C
gene18651,Ion_trans
gene6700,Ion_trans
G27357,Ion_trans
gene13201,Ion_trans
gene16475,Ion_trans
gene16592,Ion_trans
G19033,Ion_trans
G27357,Ion_trans_2
G34866,IQ
gene26230,IQ
gene21993,IQ
G30616,IQ
gene22186,IQ
gene23396,IR1-M
gene5034,IRF-2BP1_2
gene18402,Iso_dh
gene2435,Ist1
ENSSTOG00000032665,IstB_IS21
ENSSTOG00000004339,IstB_IS21
gene22901,Isy1
G12684,IZUMO
gene25797,Izumo-Ig
G31953,Izumo-Ig
ENSSTOG00000033354,JAB
gene20492,JmjC
gene20491,JmjC
gene20491,JmjN
gene20492,JmjN
gene8463,Jnk-SapK_ap_N
gene8969,Joubert
G2384,Kazal_1
gene24532,Kazal_1
gene23695,Kazal_1
gene23695,Kazal_2
G2384,Kazal_2
gene24532,Kazal_2
G39367,Kdo
G39360,Kdo
G11486,Kdo
G34975,Kdo
G2273,Kdo
ENSSTOG00000029244,Kdo
gene8075,Kelch_1
gene4360,Kelch_1
gene8075,Kelch_2
gene4360,Kelch_2
gene8075,Kelch_3
gene4360,Kelch_3
gene8075,Kelch_4
gene4360,Kelch_4
gene4360,Kelch_5
gene8075,Kelch_5
gene8075,Kelch_6
gene4360,Kelch_6
gene8463,Keratin_2_head
gene8474,Keratin_2_head
gene8468,Keratin_2_head
gene8462,Keratin_2_head
gene8458,Keratin_2_head
gene8464,Keratin_2_head
gene5538,Keratin_B2
gene5530,Keratin_B2
gene5546,Keratin_B2
gene5536,Keratin_B2
gene22635,Keratin_B2
gene22630,Keratin_B2
gene22633,Keratin_B2
gene22634,Keratin_B2
gene22629,Keratin_B2_2
gene5538,Keratin_B2_2
gene22635,Keratin_B2_2
gene22633,Keratin_B2_2
gene22634,Keratin_B2_2
gene5546,Keratin_B2_2
gene22630,Keratin_B2_2
gene5536,Keratin_B2_2
gene22628,Keratin_B2_2
gene22632,Keratin_B2_2
ENSSTOG00000012537,Keratin_B2_2
gene5543,Keratin_B2_2
gene5530,Keratin_B2_2
gene5525,Keratin_matx
gene1531,ketoacyl-synt
G36426,KH_1
ENSSTOG00000024353,KH_1
G36426,KH_2
gene10966,Kinase-like
G7872,Kinase-like
G39360,Kinase-like
G39367,Kinase-like
ENSSTOG00000030615,Kinase-like
G34975,Kinase-like
gene25599,Kinase-like
G11486,Kinase-like
gene25928,KIND
G35375,Kinesin
ENSSTOG00000021156,Kinesin
gene9800,Kinesin
ENSSTOG00000030242,KOW
gene6459,KR
gene21173,KR
gene21171,KR
gene15400,KR
gene7035,KR
gene15401,KR
G35397,KR
gene21801,KRAB
gene18538,KRAB
gene3181,KRAB
gene14999,KRAB
gene20866,KRAB
gene24418,KRAB
gene24880,KRAB
gene22962,KRAB
G11891,KRAB
gene24422,KRAB
gene18010,KRAB
gene17328,KRAB
gene23881,KRAB
gene22946,KRAB
gene24025,KRAB
gene18617,KRAB
gene20908,KRAB
gene18534,KRAB
gene8635,KRAB
gene16897,KRAB
gene18003,KRAB
gene20909,KRAB
gene18542,KRAB
gene24424,KRAB
gene22260,KRAB
gene22944,KRAB
gene18000,KRAB
G38324,KRAB
gene15733,KRAB
gene18537,KRAB
gene24365,KRAB
gene17352,KRAB
gene20860,KRAB
ENSSTOG00000032983,KRAB
gene22577,KRAB
gene18614,KRAB
gene15736,KRAB
gene18541,KRAB
gene20858,KRAB
gene17991,KRAB
gene18616,KRAB
gene24416,KRAB
gene25582,KRAB
gene18007,KRAB
gene3499,KRAB
gene24028,KRAB
gene24370,KRAB
G12091,KRAB
gene17992,KRAB
gene18613,KRAB
gene22258,KRAB
gene7625,KRAB
gene20864,KRAB
gene24023,KRAB
gene22670,KRAB
gene3029,KRAB
gene25077,KRAB
gene18001,KRAB
gene4682,KRAB
gene24369,KRAB
gene4684,KRAB
gene19573,KRAB
gene20648,KRAB
gene20649,KRAB
gene25798,KRAB
gene15723,KRAB
gene17999,KRAB
gene24029,KRAB
gene23821,KRAB
gene23820,KRAB
gene22925,KRAB
gene17998,KRAB
gene15727,KRAB
gene20911,KRAB
gene25290,KRAB
gene24368,KRAB
gene18774,KRAB
gene24371,KRAB
gene18615,KRAB
gene22953,KRAB
gene16630,KRAB
gene15725,KRAB
gene16631,KRAB
gene24367,KRAB
gene24026,KRAB
gene24558,KRAB
gene20647,KRAB
gene15731,KRAB
gene24377,KRAB
gene24374,KRAB
gene7384,KRAB
gene15084,KRAB
gene22466,KRAB
gene24375,KRAB
G19843,KRAB
gene24379,KRAB
G17371,KRAB
gene18612,KRAB
gene22571,KRAB
gene22064,KRAB
gene22566,KRAB
gene9889,KRAB
gene22196,KRAB
gene26287,KRAB
gene26309,KRAB
ENSSTOG00000012932,KRTAP
gene7107,KRTAP
gene7100,KRTAP
ENSSTOG00000031239,KRTAP
gene7083,KRTAP
G14710,KRTAP
G34148,KSR1-SAM
gene3776,K_oxygenase
gene24805,K_oxygenase
gene25183,K_oxygenase
gene3731,K_oxygenase
gene3728,K_oxygenase
G34463,L6_membrane
ENSSTOG00000021917,La
ENSSTOG00000034510,La
gene19403,Lactamase_B_2
gene19403,Lactamase_B_3
G10391,LAGLIDADG_WhiA
gene15217,Laminin_EGF
gene4360,Laminin_EGF
gene22511,Laminin_G_1
gene4678,Laminin_G_1
gene22511,Laminin_G_2
gene4678,Laminin_G_2
gene23839,Laminin_G_2
gene22511,Laminin_G_3
gene4678,Laminin_G_3
gene23839,Laminin_G_3
gene7000,Laminin_II
ENSSTOG00000027003,Laminin_II
gene17328,LAMTOR
G17885,LapA_dom
G29772,LBP_BPI_CETP
ENSSTOG00000033111,LCE
gene14074,LCE
ENSSTOG00000023067,LCE
G5372,LCE
ENSSTOG00000033823,LCE
G5362,LCE
gene10026,Ldh_1_C
ENSSTOG00000031595,Ldh_1_C
gene10026,Ldh_1_N
ENSSTOG00000031595,Ldh_1_N
gene14965,Lectin_C
gene14967,Lectin_C
gene20975,Lectin_C
gene4360,Lectin_C
gene2468,Lectin_C
gene14963,Lectin_C
gene25629,Lectin_C
gene24331,Lectin_C
G25571,Lectin_C
G37777,Leg1
gene15875,Lenti_VIF_2
gene834,Leo1
G28750,LETM1
gene26355,Leu_zip
G15124,Ligase_CoA
gene16509,LIM
gene24369,LIM
gene24424,LIM
gene19435,Linker_histone
gene19420,Linker_histone
gene19414,Linker_histone
gene19423,Linker_histone
gene4527,Lipase
gene4528,Lipase
gene21387,Lipocalin
gene18454,Lipocalin
G19939,Lipocalin
gene21387,Lipocalin_7
gene18454,Lipocalin_7
G14653,Lipoprotein_7
gene15422,Lipoxygenase
gene15419,Lipoxygenase
G18343,LLC1
gene24043,LRAT
G20762,LRAT
G31672,LRR19-TM
gene11236,LRRC37
gene11236,LRRC37AB_C
G18954,LRRFIP
G3401,LRR_1
gene2346,LRR_1
gene7622,LRR_1
ENSSTOG00000030025,LRR_1
gene11236,LRR_1
G3401,LRR_4
gene2346,LRR_4
gene6957,LRR_4
ENSSTOG00000030025,LRR_4
gene11236,LRR_4
ENSSTOG00000031204,LRR_4
gene6706,LRR_4
ENSSTOG00000031238,LRR_4
gene17600,LRR_4
ENSSTOG00000034709,LRR_4
gene23160,LRR_4
gene2614,LRR_4
ENSSTOG00000029517,LRR_4
gene23171,LRR_4
gene17608,LRR_4
gene2346,LRR_6
gene7622,LRR_6
gene2614,LRR_6
ENSSTOG00000030025,LRR_6
ENSSTOG00000034709,LRR_6
G3401,LRR_8
ENSSTOG00000031204,LRR_8
gene11236,LRR_8
ENSSTOG00000030025,LRR_8
ENSSTOG00000029517,LRR_8
gene6706,LRR_8
gene6957,LRR_8
gene2346,LRR_8
ENSSTOG00000031238,LRR_8
gene23160,LRR_8
gene23171,LRR_8
ENSSTOG00000031238,LRR_9
gene6706,LRR_9
gene6957,LRR_9
G3401,LRR_9
ENSSTOG00000030025,LRR_9
gene11236,LRR_9
ENSSTOG00000031204,LRR_9
G28964,LSM
gene20964,LSM
gene22151,LSM
gene7262,LtrA
gene25629,Ly49
ENSSTOG00000022967,Lyase_1
gene11760,Lys
gene11761,Lys
gene21078,Lys
G890,Lzipper-MIP1
gene3404,L_HMGIC_fpl
ENSSTOG00000027732,M-inducer_phosp
gene10234,M20_dimer
gene9862,M60-like_N
gene22088,Mab-21
G19790,Macoilin
gene22235,MAD
gene16285,Mad3_BUB1_I_2
gene16286,Mad3_BUB1_I_2
gene16282,Mad3_BUB1_I_2
gene7431,MAGE
gene7432,MAGE
gene12216,MAGE
gene12217,MAGE
gene12219,MAGE
gene20962,MAGE
G4526,MAGE
gene25609,MAGE
G3814,MAGE
gene20948,MAGE
gene12216,MAGE_N
gene12217,MAGE_N
gene25609,MAGE_N
gene12219,MAGE_N
gene7431,MAGE_N
gene7432,MAGE_N
gene20962,MAGE_N
G4526,MAGE_N
gene25629,Mago_nashi
ENSSTOG00000033496,Mago_nashi
G36808,Mago_nashi
gene1358,MaoC_dehydratas
G35884,MaoC_dehydrat_N
gene1358,MaoC_dehydrat_N
ENSSTOG00000021091,MAPKK1_Int
gene2858,Marek_A
gene2857,Marek_A
gene21407,Marek_A
ENSSTOG00000022328,MARVEL
gene2304,MARVEL
G38522,MAS20
ENSSTOG00000028890,MAS20
gene24082,MatE
gene13170,MBD
gene23746,MBD
gene24528,MBD
gene12468,MBOAT
G3465,MBT
gene23795,Mcm10
ENSSTOG00000006234,Mcp5_PH
G12766,Med25_VWA
G3410,Med26
gene13933,Med26_M
ENSSTOG00000029745,Med28
G34950,Med28
G890,Med9
G20407,Memo
ENSSTOG00000032433,Merozoite_SPAM
ENSSTOG00000034695,Metallophos
ENSSTOG00000033326,Metallophos
gene2240,Metallothio
gene2242,Metallothio
gene2684,Methyltransf_11
gene6238,Methyltransf_11
gene1208,Methyltransf_11
gene2684,Methyltransf_12
gene6238,Methyltransf_12
gene1208,Methyltransf_16
gene2684,Methyltransf_23
gene1208,Methyltransf_23
gene6706,Methyltransf_24
gene2684,Methyltransf_25
gene6238,Methyltransf_25
gene1208,Methyltransf_25
gene6706,Methyltransf_3
gene2684,Methyltransf_31
gene4598,Methyltransf_31
gene20132,MFS_1
ENSSTOG00000020301,MFS_1
gene24035,MFS_1
gene24039,MFS_1
gene19882,MFS_1
ENSSTOG00000026847,MFS_1
gene14228,MFS_1
gene13145,MFS_1
gene24323,MFS_1
gene23782,MFS_1
gene20132,MFS_4
gene24039,MFS_4
gene14228,MFS_4
G104,Mg_chelatase
ENSSTOG00000032665,Mg_chelatase
gene21708,Mg_chelatase
ENSSTOG00000029260,Mg_trans_NIPA
ENSSTOG00000031645,Mg_trans_NIPA
ENSSTOG00000031588,Mg_trans_NIPA
G16818,MHCassoc_trimer
gene21237,MHC_I
gene21227,MHC_I
gene23496,MHC_I
gene21232,MHC_I
gene21239,MHC_I
gene25738,MHC_I
gene21226,MHC_I
gene21490,MHC_I
gene25964,MHC_I
gene21491,MHC_I
ENSSTOG00000025614,MHC_I
gene21489,MHC_I
gene21492,MHC_I
ENSSTOG00000027066,MHC_I
gene3651,MHC_I
gene23498,MHC_I
gene2867,MHC_I
gene25407,MHC_I
G37984,MHC_I
G38008,MHC_I
ENSSTOG00000012265,MHC_I
G36610,MHC_I
gene23646,MHC_I
gene23650,MHC_I
gene23641,MHC_I
gene23644,MHC_I
gene26348,MHC_I
gene23649,MHC_I
gene2857,MHC_II_alpha
gene2858,MHC_II_alpha
gene2860,MHC_II_alpha
gene21406,MHC_II_beta
gene21407,MHC_II_beta
G37984,MHC_I_2
G38008,MHC_I_2
gene23658,MHC_I_3
gene23649,MHC_I_3
gene23646,MHC_I_3
gene23644,MHC_I_3
gene23650,MHC_I_3
gene21873,MHC_I_3
gene23641,MHC_I_3
gene26348,MHC_I_3
